ID,Age,Gender,Income,Married,Product
7915,36,Female,92500,Yes,A
7916,54,Male,103500,Yes,D
7917,36,Male,84000,No,D
7918,30,Female,81000,No,B
7919,38,Male,71500,No,D
7920,53,Male,71500,No,C
7921,50,Female,89000,Yes,B
7922,22,Female,66500,Yes,B
7923,54,Female,90500,Yes,A
7924,30,Female,82500,Yes,A
7925,44,Female,59000,Yes,B
7926,35,Female,86500,Yes,A
7927,54,Male,91500,Yes,D
7928,29,Male,75500,No,C
7929,36,Male,70500,Yes,D
7930,45,Female,106500,No,A
7931,34,Male,78500,No,D
7932,30,Male,78500,Yes,C
7933,44,Female,72500,No,B
7934,49,Female,80000,No,B
7935,28,Male,79000,No,C
7936,48,Male,85000,No,C
7937,30,Male,81000,Yes,C
7938,25,Female,68500,No,B
7939,38,Male,89000,No,C
7940,57,Male,84000,Yes,D
7941,30,Male,68500,No,C
7942,48,Female,87000,No,B
7943,48,Male,81000,Yes,D
7944,35,Female,89000,Yes,B
7945,43,Female,92000,Yes,A
7946,40,Female,82500,No,B
7947,31,Male,69500,No,C
7948,43,Female,78500,No,B
7949,37,Male,55000,No,D
7950,40,Female,82500,No,B
7951,26,Male,69500,No,D
7952,51,Male,86000,No,C
7953,32,Male,77000,No,C
7954,20,Female,52000,Yes,B
7955,36,Female,74500,No,B
7956,49,Male,97000,No,C
7957,47,Male,89500,No,C
7958,36,Female,68500,Yes,B
7959,50,Female,72500,Yes,B
7960,32,Female,75000,No,A
7961,25,Female,68500,No,B
7962,35,Female,46000,Yes,B
7963,35,Female,82000,No,A
7964,44,Male,89000,Yes,C
7965,43,Female,54500,No,B
7966,47,Female,95500,Yes,A
7967,50,Female,106000,Yes,A
7968,42,Female,89000,No,B
7969,28,Male,75000,Yes,D
7970,50,Female,75500,No,B
7971,53,Male,89000,No,C
7972,41,Male,57000,No,C
7973,47,Male,89000,No,C
7974,51,Male,75000,Yes,C
7975,32,Male,69500,No,C
7976,43,Female,71500,No,B
7977,42,Male,101000,Yes,D
7978,40,Female,68000,No,B
7979,53,Male,83500,No,C
7980,42,Female,105000,Yes,A
7981,52,Male,83000,No,C
7982,29,Female,84500,No,B
7983,36,Male,104000,Yes,D
7984,38,Female,68000,No,A
7985,42,Male,81500,No,C
7986,27,Female,90000,No,B
7987,39,Male,59000,No,D
7988,36,Female,83500,Yes,B
7989,39,Female,78000,No,B
7990,44,Male,93000,No,C
7991,44,Male,82000,Yes,C
7992,30,Male,73000,No,C
7993,40,Male,80500,Yes,D
7994,41,Male,80000,No,C
7995,45,Female,97000,Yes,A
7996,32,Male,76500,Yes,D
7997,22,Male,62500,No,D
7998,20,Female,74000,Yes,B
7999,27,Female,64000,No,B
8000,33,Male,54000,No,C
8001,19,Female,66500,No,B
8002,50,Female,71500,No,B
8003,34,Female,67000,No,B
8004,46,Female,70500,Yes,B
8005,36,Male,79500,Yes,D
8006,51,Female,82500,No,A
8007,30,Female,55000,No,A
8008,26,Male,59000,No,D
8009,42,Male,70500,No,C
8010,52,Female,111000,Yes,A
8011,22,Female,68500,Yes,B
8012,22,Female,56500,Yes,B
8013,39,Male,81500,No,D
8014,53,Female,93500,No,A
8015,26,Female,52000,No,B
8016,35,Male,51000,No,C
8017,47,Female,62000,No,B
8018,31,Female,66000,No,B
8019,48,Male,60000,Yes,C
8020,46,Female,77500,Yes,A
8021,32,Male,77500,No,C
8022,41,Male,75000,No,C
8023,48,Male,95000,No,C
8024,38,Female,91000,Yes,A
8025,48,Female,93500,Yes,A
8026,56,Male,84000,No,D
8027,49,Female,52500,No,B
8028,48,Male,80500,No,C
8029,55,Male,96500,Yes,D
8030,47,Male,88000,No,C
8031,42,Male,79500,No,C
8032,32,Male,59000,No,C
8033,37,Male,78500,No,D
8034,32,Female,72000,No,B
8035,52,Male,80000,No,C
8036,43,Male,84000,No,C
8037,41,Male,82000,No,C
8038,31,Male,71000,No,D
8039,24,Female,56500,No,B
8040,41,Male,81500,Yes,D
8041,47,Female,50500,No,B
8042,27,Female,73000,No,A
8043,39,Female,59500,No,A
8044,23,Female,83500,Yes,A
8045,28,Female,68500,No,A
8046,37,Female,96000,No,A
8047,29,Female,87500,No,B
8048,48,Male,84500,No,D
8049,47,Female,69500,No,A
8050,41,Male,90000,Yes,D
8051,27,Female,64500,No,B
8052,47,Male,66500,Yes,D
8053,27,Female,77000,No,B
8054,22,Male,68000,No,C
8055,40,Male,68000,No,C
8056,34,Male,80000,No,C
8057,24,Female,65500,Yes,B
8058,31,Male,70000,No,C
8059,35,Male,92000,No,D
8060,49,Female,93000,No,A
8061,21,Female,67500,No,B
8062,42,Female,79000,Yes,A
8063,43,Male,106500,No,C
8064,40,Female,72500,Yes,B
8065,28,Female,59000,No,B
8066,55,Male,75000,Yes,D
8067,34,Male,92000,Yes,D
8068,36,Female,65000,No,B
8069,50,Male,103500,No,C
8070,52,Female,80500,No,B
8071,49,Male,83000,No,C
8072,34,Male,78000,No,C
8073,21,Female,65500,Yes,B
8074,45,Female,60000,No,B
8075,46,Male,87500,No,C
8076,55,Male,52000,No,C
8077,33,Male,63500,No,C
8078,45,Female,86000,Yes,B
8079,29,Female,54000,No,B
8080,55,Male,89500,Yes,D
8081,38,Male,85500,Yes,D
8082,43,Male,60500,No,D
8083,46,Female,74000,No,B
8084,38,Male,83000,Yes,C
8085,40,Female,75000,Yes,B
8086,38,Female,58000,No,A
8087,27,Male,64000,No,C
8088,27,Male,80000,No,C
8089,24,Male,80000,No,C
8090,35,Male,85000,No,C
8091,49,Female,85500,Yes,B
8092,24,Female,67000,No,B
8093,46,Female,91000,No,A
8094,49,Female,94500,Yes,A
8095,33,Female,85500,Yes,B
8096,54,Female,94500,Yes,A
8097,55,Female,85000,No,A
8098,50,Male,81500,Yes,D
8099,56,Male,76500,Yes,D
8100,21,Male,55500,No,D
8101,50,Female,78000,No,B
8102,38,Female,70000,No,B
8103,53,Female,79000,Yes,B
8104,49,Male,104500,Yes,D
8105,48,Male,89000,No,D
8106,29,Male,85500,Yes,C
8107,49,Female,97000,Yes,A
8108,46,Female,92000,Yes,A
8109,40,Female,85500,No,B
8110,31,Male,60500,Yes,D
8111,32,Female,81000,No,B
8112,40,Female,59500,No,B
8113,38,Male,71500,No,D
8114,52,Female,88500,No,B
8115,47,Female,69500,Yes,B
8116,30,Female,72000,No,B
8117,44,Female,73000,No,B
8118,31,Female,52500,No,B
8119,55,Male,99500,No,C
8120,48,Male,104000,Yes,D
8121,20,Male,83500,No,C
8122,33,Male,53000,No,D
8123,37,Female,88500,Yes,A
8124,30,Male,62000,No,C
8125,18,Female,84000,Yes,A
8126,34,Female,77000,Yes,B
8127,47,Female,66500,No,A
8128,50,Male,73500,No,C
8129,28,Male,90000,No,C
8130,43,Female,80000,Yes,B
8131,50,Female,65000,No,B
8132,19,Male,54500,No,D
8133,33,Male,62500,No,D
8134,32,Female,61000,No,B
8135,32,Male,75000,No,D
8136,50,Female,75500,No,B
8137,22,Female,70500,No,B
8138,31,Female,58500,Yes,B
8139,50,Male,87000,Yes,D
8140,53,Male,101500,No,C
8141,33,Male,79500,Yes,D
8142,34,Female,68000,No,B
8143,31,Female,72000,No,B
8144,52,Female,84000,No,B
8145,33,Female,73000,Yes,B
8146,48,Female,74000,No,B
8147,52,Male,80500,No,D
8148,46,Female,92000,No,A
8149,40,Female,87000,No,B
8150,30,Female,85000,No,B
8151,52,Female,60500,Yes,B
8152,32,Female,56500,No,B
8153,20,Male,46000,No,D
8154,39,Female,51500,No,B
8155,40,Male,84000,Yes,C
8156,32,Female,75000,Yes,B
8157,49,Male,74000,No,D
8158,26,Female,55500,No,B
8159,47,Female,90000,No,B
8160,22,Male,81000,Yes,C
8161,42,Female,107000,Yes,A
8162,32,Male,92000,Yes,C
8163,25,Female,70500,Yes,B
8164,51,Male,84000,Yes,C
8165,24,Female,58000,No,A
8166,25,Female,82000,No,B
8167,31,Female,56500,Yes,B
8168,22,Male,61000,Yes,D
8169,41,Female,62000,No,B
8170,50,Male,92500,Yes,D
8171,34,Male,85000,No,D
8172,24,Female,68000,No,B
8173,43,Female,72500,No,B
8174,34,Female,75000,Yes,B
8175,43,Female,97500,Yes,A
8176,40,Female,84500,No,B
8177,43,Male,63000,Yes,D
8178,35,Male,69500,No,C
8179,57,Male,66500,No,C
8180,53,Female,68500,No,B
8181,44,Male,92500,Yes,D
8182,36,Male,78500,No,C
8183,41,Female,86000,No,B
8184,31,Male,76500,No,C
8185,27,Female,69500,No,B
8186,43,Female,79000,No,B
8187,55,Female,101500,Yes,A
8188,34,Female,66500,Yes,A
8189,24,Male,68000,Yes,D
8190,40,Male,94000,Yes,C
8191,27,Female,76000,No,B
8192,37,Female,77500,No,A
8193,52,Female,78000,No,B
8194,26,Male,75500,Yes,C
8195,54,Female,80000,No,B
8196,57,Male,65000,Yes,D
8197,32,Male,48500,No,D
8198,28,Male,46500,Yes,D
8199,41,Male,71500,No,C
8200,42,Male,59500,No,C
8201,50,Female,82000,Yes,B
8202,52,Female,68500,Yes,B
8203,51,Male,88500,Yes,D
8204,34,Male,70000,No,D
8205,23,Female,87000,Yes,B
8206,40,Male,89500,No,C
8207,23,Male,74000,No,C
8208,34,Female,85500,Yes,A
8209,34,Female,79500,Yes,B
8210,39,Male,54000,No,C
8211,43,Female,85500,No,B
8212,41,Female,72000,No,B
8213,40,Female,74500,No,B
8214,20,Female,59500,No,B
8215,22,Female,60000,No,A
8216,51,Female,67500,No,B
8217,29,Female,87000,No,A
8218,49,Male,72000,Yes,D
8219,27,Female,47000,No,B
8220,50,Male,82500,Yes,D
8221,29,Male,75500,Yes,D
8222,32,Female,73500,Yes,B
8223,36,Female,74000,No,B
8224,46,Male,47500,No,D
8225,28,Female,86000,Yes,B
8226,36,Male,62500,No,D
8227,41,Male,67500,Yes,C
8228,54,Male,110000,Yes,D
8229,35,Male,52000,Yes,D
8230,35,Male,87000,Yes,C
8231,32,Male,73500,No,D
8232,28,Male,82500,Yes,D
8233,50,Female,62000,Yes,A
8234,29,Female,96000,Yes,A
8235,52,Female,86000,No,B
8236,48,Male,86000,No,C
8237,32,Male,43000,No,D
8238,39,Male,76000,Yes,D
8239,50,Male,72000,No,C
8240,37,Female,72000,Yes,A
8241,53,Female,80000,Yes,B
8242,33,Male,70000,Yes,C
8243,52,Female,115000,Yes,A
8244,31,Male,80000,No,D
8245,49,Female,76500,Yes,B
8246,43,Male,100000,No,C
8247,47,Female,89500,Yes,A
8248,47,Female,60000,No,B
8249,36,Female,93000,Yes,A
8250,31,Male,64500,No,D
8251,29,Male,73000,No,C
8252,45,Female,71000,Yes,B
8253,46,Male,77000,No,C
8254,56,Female,90000,No,B
8255,39,Male,88000,Yes,D
8256,31,Male,78500,No,D
8257,44,Female,61500,Yes,A
8258,53,Male,90500,No,C
8259,41,Male,79000,No,C
8260,24,Male,60000,No,C
8261,26,Female,84000,Yes,A
8262,33,Male,79000,No,D
8263,43,Female,60000,No,B
8264,34,Male,75500,No,D
8265,24,Female,76000,Yes,A
8266,52,Female,96000,Yes,A
8267,29,Female,78500,No,B
8268,57,Male,100000,No,C
8269,21,Male,85500,No,D
8270,37,Female,69000,Yes,B
8271,35,Female,85000,Yes,B
8272,33,Female,72500,No,B
8273,44,Female,68500,No,A
8274,37,Male,61500,No,C
8275,31,Female,85000,No,B
8276,31,Male,52500,No,C
8277,35,Male,94000,No,C
8278,31,Female,74500,No,B
8279,26,Female,71500,Yes,B
8280,31,Female,62000,No,B
8281,47,Male,68000,No,D
8282,22,Male,83500,Yes,D
8283,44,Male,73500,No,C
8284,48,Male,60000,No,D
8285,31,Female,76000,Yes,B
8286,20,Male,81000,No,C
8287,46,Female,90500,Yes,A
8288,29,Male,80000,No,D
8289,22,Female,90000,Yes,B
8290,46,Male,84500,Yes,D
8291,28,Female,53500,Yes,B
8292,32,Male,81500,Yes,C
8293,29,Male,65500,Yes,C
8294,45,Male,71000,Yes,D
8295,18,Female,58000,No,B
8296,30,Female,72500,Yes,B
8297,32,Female,47000,Yes,B
8298,33,Female,82000,Yes,B
8299,19,Female,74000,No,A
8300,29,Male,61000,Yes,D
8301,43,Female,72500,Yes,B
8302,47,Female,67000,No,B
8303,43,Male,73500,Yes,D
8304,28,Male,68500,Yes,D
8305,41,Male,69000,Yes,C
8306,25,Male,55500,No,C
8307,36,Male,76000,Yes,C
8308,42,Male,52000,No,D
8309,36,Female,47000,Yes,B
8310,40,Female,94000,No,A
8311,31,Female,57000,No,B
8312,45,Male,76000,No,C
8313,37,Female,70500,Yes,B
8314,26,Male,91500,Yes,D
8315,44,Female,65500,No,B
8316,53,Male,80500,Yes,C
8317,22,Female,72500,Yes,B
8318,46,Female,63500,Yes,B
8319,40,Female,55000,No,B
8320,34,Female,66500,No,B
8321,25,Female,58500,No,A
8322,31,Female,63000,Yes,A
8323,45,Male,59500,No,C
8324,33,Male,66500,No,C
8325,21,Female,66500,No,B
8326,39,Female,58500,No,B
8327,27,Female,71000,No,B
8328,25,Female,99500,No,A
8329,45,Male,80000,No,C
8330,37,Male,78500,Yes,C
8331,43,Female,70000,Yes,B
8332,44,Male,72000,No,C
8333,48,Female,66500,No,B
8334,42,Male,94000,No,C
8335,36,Female,66500,No,A
8336,24,Female,83000,Yes,B
8337,36,Female,99000,Yes,A
8338,30,Female,77000,No,A
8339,20,Female,68000,No,B
8340,30,Female,57500,No,B
8341,29,Female,83500,No,B
8342,25,Male,57000,Yes,D
8343,28,Male,63000,No,D
8344,29,Male,55500,No,C
8345,39,Male,85000,No,C
8346,45,Male,52000,No,C
8347,31,Female,63500,No,B
8348,28,Male,69000,Yes,D
8349,41,Female,58500,Yes,B
8350,28,Female,68000,No,B
8351,36,Female,97500,Yes,A
8352,53,Female,70000,Yes,B
8353,51,Male,79000,Yes,D
8354,41,Female,94000,Yes,A
8355,23,Male,90500,No,C
8356,47,Male,82000,No,C
8357,49,Female,92000,Yes,A
8358,56,Female,91500,Yes,A
8359,47,Male,80000,No,D
8360,26,Male,65000,No,C
8361,49,Male,76000,No,C
8362,30,Male,58500,No,C
8363,31,Female,71500,No,B
8364,37,Male,59500,No,C
8365,43,Female,72500,No,B
8366,45,Female,66500,No,A
8367,35,Female,102500,No,A
8368,22,Female,55000,No,A
8369,35,Female,62000,Yes,B
8370,51,Male,63000,No,C
8371,24,Female,52500,No,A
8372,30,Male,63500,Yes,D
8373,39,Female,75500,No,B
8374,58,Female,81500,No,B
8375,28,Female,47000,No,A
8376,47,Female,70500,Yes,A
8377,29,Female,73500,Yes,B
8378,37,Female,82500,No,B
8379,30,Female,80000,No,A
8380,53,Female,78000,Yes,B
8381,59,Male,79000,No,C
8382,31,Male,65500,Yes,D
8383,27,Female,90500,Yes,A
8384,54,Female,65000,No,B
8385,38,Male,62000,No,D
8386,30,Male,107000,Yes,D
8387,34,Male,63500,No,C
8388,47,Female,101000,No,A
8389,54,Male,84500,No,C
8390,37,Female,75000,No,B
8391,52,Male,85500,No,D
8392,45,Female,100500,Yes,A
8393,24,Male,76000,No,D
8394,57,Female,60500,No,B
8395,26,Male,54000,No,C
8396,47,Female,69500,Yes,B
8397,53,Male,121000,Yes,D
8398,41,Female,57000,No,A
8399,50,Female,70500,Yes,B
8400,46,Male,88000,No,C
8401,34,Male,77000,No,C
8402,32,Female,81500,No,B
8403,34,Female,79500,Yes,A
8404,56,Female,86500,No,B
8405,46,Male,71500,Yes,D
8406,34,Male,69500,No,C
8407,43,Female,78500,Yes,B
8408,46,Female,85000,Yes,B
8409,41,Female,72500,Yes,A
8410,28,Male,80500,No,C
8411,46,Female,60000,Yes,B
8412,58,Male,82000,Yes,D
8413,46,Female,121500,Yes,A
8414,54,Male,94500,Yes,C
8415,38,Male,68500,Yes,C
8416,53,Male,82000,Yes,D
8417,41,Male,80000,Yes,D
8418,48,Male,56000,No,C
8419,30,Female,93500,Yes,A
8420,51,Female,95000,Yes,A
8421,43,Male,86000,Yes,C
8422,42,Female,92500,Yes,A
8423,31,Male,82000,Yes,D
8424,44,Female,68000,No,B
8425,27,Female,58500,Yes,B
8426,52,Female,76000,No,A
8427,20,Male,87000,No,C
8428,32,Female,66000,No,A
8429,31,Male,53500,No,C
8430,30,Female,66000,No,A
8431,34,Male,95000,Yes,D
8432,40,Male,77000,Yes,D
8433,31,Male,64500,Yes,C
8434,53,Male,87000,Yes,D
8435,43,Female,87500,No,A
8436,37,Female,81000,No,A
8437,53,Male,108500,No,C
8438,32,Female,61500,No,B
8439,27,Female,58000,No,B
8440,48,Male,76000,No,C
8441,37,Male,72000,Yes,D
8442,24,Female,67000,No,A
8443,32,Female,76000,No,B
8444,31,Male,72500,No,C
8445,40,Female,90000,Yes,B
8446,44,Female,73000,No,B
8447,34,Male,90000,No,C
8448,50,Female,90500,Yes,A
8449,28,Male,57000,No,C
8450,45,Female,79000,No,B
8451,30,Female,72000,Yes,B
8452,43,Female,76000,No,B
8453,39,Female,52000,Yes,B
8454,19,Female,60000,No,B
8455,39,Male,52500,No,C
8456,32,Female,86500,Yes,A
8457,50,Female,75500,No,B
8458,34,Male,77000,No,C
8459,37,Male,82000,Yes,D
8460,27,Male,68500,No,D
8461,49,Female,97500,No,B
8462,29,Male,80500,Yes,D
8463,44,Male,73000,No,C
8464,37,Male,80500,No,C
8465,30,Female,80500,No,B
8466,34,Female,88500,Yes,B
8467,35,Female,67000,No,B
8468,53,Female,81500,No,A
8469,45,Male,62000,Yes,D
8470,28,Male,80000,Yes,D
8471,33,Female,78000,No,A
8472,21,Female,87500,No,B
8473,47,Female,84500,No,B
8474,39,Male,52000,Yes,C
8475,46,Male,110000,No,C
8476,30,Female,80500,No,B
8477,41,Female,76000,No,B
8478,50,Male,47000,Yes,D
8479,46,Female,97000,No,A
8480,39,Female,78500,Yes,B
8481,53,Female,62000,Yes,B
8482,52,Male,83500,Yes,D
8483,50,Female,77000,No,A
8484,47,Female,67000,Yes,B
8485,30,Male,81500,Yes,C
8486,35,Male,45000,Yes,D
8487,45,Female,69500,Yes,B
8488,33,Male,71000,Yes,D
8489,41,Male,76000,Yes,D
8490,48,Male,83000,Yes,D
8491,34,Female,83000,No,B
8492,54,Female,87000,No,A
8493,46,Female,69000,Yes,B
8494,34,Male,83000,Yes,D
8495,28,Female,69500,No,B
8496,29,Female,59000,No,B
8497,35,Female,66500,No,B
8498,25,Male,64500,No,D
8499,34,Male,59000,Yes,D
8500,25,Male,70000,No,C
8501,51,Male,62000,No,C
8502,37,Female,76000,No,B
8503,50,Male,76000,No,C
8504,24,Male,79000,No,D
8505,49,Male,86000,No,D
8506,29,Female,66000,Yes,B
8507,29,Male,96500,Yes,D
8508,48,Male,83500,Yes,D
8509,34,Female,90000,No,B
8510,42,Male,88500,Yes,C
8511,49,Female,90500,No,A
8512,23,Male,80500,No,C
8513,41,Female,73000,No,B
8514,45,Female,68000,No,B
8515,45,Male,68500,Yes,D
8516,32,Female,83000,No,B
8517,42,Male,93500,Yes,C
8518,45,Female,74000,No,B
8519,40,Female,74000,No,B
8520,54,Female,83500,Yes,B
8521,46,Male,98500,Yes,D
8522,35,Female,77000,Yes,A
8523,52,Female,69500,No,B
8524,48,Female,46000,No,A
8525,22,Male,66000,No,C
8526,24,Female,71000,No,B
8527,31,Female,64500,Yes,B
8528,52,Male,68000,No,C
8529,29,Female,78500,Yes,B
8530,40,Female,96500,Yes,A
8531,36,Female,70000,Yes,B
8532,47,Female,90500,Yes,A
8533,43,Female,81500,No,B
8534,41,Male,85000,Yes,C
8535,49,Male,66500,Yes,D
8536,55,Male,80500,No,C
8537,29,Female,57500,No,B
8538,56,Male,76000,No,C
8539,35,Female,85500,Yes,B
8540,39,Male,81000,No,C
8541,34,Female,71500,No,A
8542,29,Male,57500,No,C
8543,47,Female,94500,Yes,A
8544,38,Male,88500,Yes,D
8545,31,Male,80500,No,C
8546,43,Male,68000,No,D
8547,38,Female,86000,No,B
8548,50,Male,79500,No,D
8549,41,Male,68500,No,C
8550,39,Male,66000,Yes,D
8551,48,Female,96000,Yes,A
8552,40,Male,80500,Yes,D
8553,51,Female,58500,No,B
8554,29,Male,77000,No,D
8555,51,Female,69500,No,B
8556,54,Female,105000,No,A
8557,28,Female,59500,Yes,B
8558,52,Female,88500,No,A
8559,45,Female,96000,Yes,A
8560,38,Male,84000,No,D
8561,37,Male,79500,Yes,D
8562,37,Male,84500,Yes,C
8563,55,Female,89500,No,B
8564,28,Female,52000,No,B
8565,36,Male,82500,Yes,C
8566,50,Male,71000,No,C
8567,58,Female,93500,Yes,A
8568,44,Male,74500,No,C
8569,34,Female,65500,Yes,B
8570,25,Male,62000,No,C
8571,50,Male,90000,No,C
8572,38,Female,82000,Yes,A
8573,48,Female,71500,No,B
8574,49,Female,80500,Yes,B
8575,25,Male,68500,Yes,D
8576,33,Female,77500,Yes,B
8577,50,Female,97000,No,A
8578,29,Female,52000,No,B
8579,39,Female,77500,Yes,B
8580,38,Female,97500,No,A
8581,30,Female,81500,No,B
8582,56,Male,53500,No,D
8583,43,Female,82000,No,B
8584,30,Male,62000,No,D
8585,31,Male,59000,No,D
8586,43,Female,81000,Yes,B
8587,48,Female,78000,No,B
8588,35,Female,79000,No,A
8589,26,Male,74500,No,C
8590,30,Male,55000,No,C
8591,31,Female,78500,No,B
8592,49,Female,84000,No,B
8593,41,Male,53500,Yes,D
8594,51,Female,95500,Yes,A
8595,48,Male,72500,No,C
8596,44,Male,92000,No,C
8597,48,Female,64500,No,B
8598,30,Female,81500,Yes,B
8599,24,Male,78500,Yes,C
8600,35,Female,67500,No,A
8601,29,Female,77500,No,A
8602,41,Female,88000,No,A
8603,39,Female,64000,No,B
8604,45,Female,52500,No,A
8605,47,Female,83500,Yes,A
8606,27,Female,71000,No,B
8607,53,Female,82500,No,B
8608,36,Female,72000,Yes,B
8609,30,Female,53500,No,B
8610,33,Female,85000,Yes,B
8611,44,Female,110000,No,B
8612,51,Male,77000,No,D
8613,42,Male,94000,No,C
8614,34,Male,79000,Yes,D
8615,49,Male,88500,Yes,D
8616,35,Female,77000,No,B
8617,36,Male,58000,No,C
8618,57,Male,63000,No,C
8619,40,Female,88500,No,B
8620,57,Female,77000,No,B
8621,41,Female,78500,Yes,B
8622,47,Male,78000,No,D
8623,22,Male,73000,Yes,D
8624,40,Male,90000,Yes,D
8625,27,Female,70500,No,B
8626,25,Female,58500,No,B
8627,39,Female,64500,No,B
8628,49,Female,87000,No,B
8629,38,Male,70000,Yes,D
8630,35,Male,64500,Yes,D
8631,38,Male,83000,No,C
8632,32,Female,65500,Yes,B
8633,25,Female,66000,No,B
8634,46,Female,61000,Yes,B
8635,39,Female,78500,Yes,B
8636,28,Male,79500,No,C
8637,56,Female,76000,No,B
8638,47,Male,67000,No,D
8639,31,Female,86500,Yes,A
8640,18,Male,76500,Yes,C
8641,31,Male,84500,Yes,C
8642,55,Female,76500,No,B
8643,39,Female,82000,No,A
8644,40,Male,65000,No,D
8645,22,Female,69500,No,B
8646,23,Female,74500,Yes,B
8647,40,Female,90000,No,A
8648,23,Female,81500,Yes,B
8649,36,Female,70500,No,B
8650,36,Male,75500,No,C
8651,37,Male,71500,Yes,D
8652,32,Female,65000,Yes,B
8653,47,Male,85000,No,D
8654,41,Male,55000,No,D
8655,28,Female,64500,Yes,B
8656,30,Female,89500,No,B
8657,46,Male,61000,No,C
8658,38,Female,83000,No,B
8659,48,Female,86000,No,B
8660,30,Female,86000,No,A
8661,52,Male,82000,Yes,D
8662,34,Female,49500,No,B
8663,42,Female,71000,Yes,B
8664,47,Male,95500,No,C
8665,47,Female,99000,Yes,A
8666,47,Female,78500,Yes,A
8667,40,Female,82500,No,B
8668,52,Male,75000,No,C
8669,28,Male,78000,No,C
8670,36,Female,88000,Yes,B
8671,50,Male,71000,Yes,D
8672,35,Male,81500,No,D
8673,25,Male,70500,No,C
8674,55,Female,108500,Yes,A
8675,41,Male,63000,No,C
8676,27,Female,52500,No,B
8677,41,Male,88500,No,C
8678,49,Female,78500,No,B
8679,35,Male,77500,No,D
8680,36,Female,62500,No,B
8681,33,Female,87000,No,B
8682,55,Male,66000,No,C
8683,29,Male,59500,Yes,D
8684,30,Female,60500,No,B
8685,37,Male,88000,No,C
8686,35,Male,81000,Yes,D
8687,40,Female,78000,No,B
8688,38,Female,70000,Yes,B
8689,56,Male,76500,No,C
8690,26,Female,69000,No,B
8691,40,Female,76500,Yes,B
8692,37,Female,88000,Yes,B
8693,22,Male,74500,No,C
8694,30,Female,81500,No,A
8695,32,Male,70000,Yes,D
8696,34,Male,94000,Yes,D
8697,28,Female,54000,No,B
8698,40,Female,50500,No,B
8699,38,Female,55500,No,B
8700,31,Male,82500,No,C
8701,40,Male,81000,No,C
8702,27,Female,82000,No,B
8703,51,Male,74000,Yes,C
8704,49,Female,73500,No,B
8705,41,Male,63500,No,D
8706,40,Female,86000,Yes,A
8707,30,Female,66000,No,A
8708,22,Male,55000,No,C
8709,37,Female,85500,No,B
8710,21,Female,60000,No,A
8711,28,Female,52500,No,B
8712,46,Male,95000,Yes,D
8713,35,Male,64000,No,D
8714,32,Female,65000,No,A
8715,28,Male,73000,Yes,C
8716,54,Female,89000,No,A
8717,47,Female,81000,No,B
8718,26,Female,51500,Yes,B
8719,47,Male,81500,Yes,D
8720,32,Female,66500,No,B
8721,29,Male,87000,Yes,D
8722,25,Male,85000,Yes,C
8723,41,Female,85000,No,B
8724,27,Male,84000,No,C
8725,32,Female,90000,No,B
8726,37,Female,64500,No,B
8727,48,Female,60000,No,B
8728,59,Female,70000,No,B
8729,55,Female,74000,No,A
8730,27,Male,61000,No,C
8731,34,Female,79000,Yes,B
8732,24,Male,58500,No,C
8733,26,Male,88500,No,C
8734,26,Female,57500,No,B
8735,30,Female,78000,No,B
8736,26,Male,48500,No,C
8737,37,Female,71500,Yes,B
8738,49,Female,75500,Yes,B
8739,25,Female,72500,No,A
8740,25,Male,47500,No,D
8741,38,Male,72500,No,D
8742,32,Female,68500,No,A
8743,39,Female,61000,No,A
8744,45,Female,97000,Yes,A
8745,42,Male,80000,No,D
8746,46,Female,76500,No,B
8747,41,Male,94500,Yes,D
8748,37,Male,75500,Yes,D
8749,22,Female,93500,Yes,A
8750,26,Female,62500,No,B
8751,47,Female,71000,No,A
8752,43,Female,52000,No,A
8753,36,Female,80000,No,B
8754,35,Female,62500,Yes,A
8755,39,Female,65500,Yes,B
8756,52,Female,81500,No,B
8757,32,Male,59500,Yes,D
8758,45,Female,70500,Yes,B
8759,25,Male,75500,No,C
8760,55,Male,84000,No,C
8761,29,Male,65000,Yes,D
8762,41,Female,74000,No,B
8763,39,Male,96000,No,D
8764,34,Female,91500,No,A
8765,29,Male,84000,No,D
8766,49,Male,90500,Yes,D
8767,30,Female,57000,No,A
8768,44,Female,83500,No,B
8769,45,Female,69000,Yes,B
8770,49,Male,87000,No,D
8771,37,Female,69500,Yes,B
8772,28,Female,78000,Yes,B
8773,42,Female,64000,Yes,A
8774,41,Male,107000,Yes,D
8775,54,Female,94500,Yes,A
8776,32,Female,64000,No,A
8777,47,Female,83000,No,A
8778,43,Male,74500,No,C
8779,46,Female,89000,No,B
8780,28,Male,56000,No,C
8781,56,Male,84000,No,C
8782,25,Female,73500,Yes,B
8783,39,Male,79000,Yes,D
8784,43,Male,88500,Yes,D
8785,53,Female,75000,No,B
8786,53,Female,59000,No,A
8787,36,Female,60500,Yes,B
8788,48,Female,95500,Yes,A
8789,21,Female,48500,No,B
8790,30,Male,80000,No,C
8791,49,Male,84500,Yes,C
8792,48,Female,71000,Yes,A
8793,35,Female,73000,Yes,B
8794,57,Female,99000,No,A
8795,34,Male,68000,No,C
8796,23,Female,65500,No,B
8797,28,Male,77000,No,C
8798,34,Male,64500,No,C
8799,23,Male,67500,No,C
8800,51,Female,73000,No,B
